customer_id,subscription_length_months,customer_satisfaction_score,daily_watch_time_hours,engagement_rate,subscription_plan,support_queries_logged,age,monthly_income_usd,promotional_offers_used,number_of_profiles_created,device_used_most_often_desktop,device_used_most_often_laptop,device_used_most_often_mobile,device_used_most_often_smart_tv,device_used_most_often_tablet,genre_preference_action,genre_preference_comedy,genre_preference_documentary,genre_preference_drama,genre_preference_romance,genre_preference_sci_fi,genre_preference_thriller,region_africa,region_asia,region_europe,region_north_america,region_south_america,payment_history_delayed,payment_history_on_time,churn_status
C00202,12,2,3.88,9,2,0,35,7363,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
C00203,6,3,4.79,6,3,6,59,777,5,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
C00204,1,4,3.14,8,2,2,33,3898,3,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
C00205,24,10,4.22,2,3,2,34,5092,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
C00206,3,3,3.31,5,1,4,39,6417,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
C00207,24,6,4.0,1,3,5,29,6290,1,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
C00208,6,4,3.75,5,2,0,65,1879,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
C00209,24,2,4.94,1,1,3,60,8275,5,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
C00210,3,5,4.01,3,3,4,20,1690,4,4,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
C00211,6,2,0.92,10,2,2,19,2715,5,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
C00212,12,2,3.17,2,2,1,19,4424,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
C00213,12,10,4.65,7,2,0,55,8963,5,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
C00214,24,2,1.77,9,1,9,67,7468,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
C00215,6,7,4.15,2,2,8,25,6628,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
C00216,24,6,4.28,8,2,5,58,4426,3,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
C00217,1,4,4.63,6,3,7,36,7842,2,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
C00218,24,2,2.13,4,1,8,58,857,2,5,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
C00219,24,10,3.25,8,2,1,62,7171,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
C00220,6,9,1.05,8,3,1,47,6465,4,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
C00221,24,2,4.13,10,1,8,28,3319,2,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
C00222,3,8,2.56,2,3,6,70,7370,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
C00223,1,3,1.71,8,1,6,34,3437,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
C00224,24,10,4.87,3,3,1,64,1137,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
C00225,1,5,3.46,9,3,2,37,6476,2,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
C00226,24,10,1.46,8,3,4,60,2791,4,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
C00227,6,5,3.49,8,2,3,28,2691,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
C00228,12,6,4.81,6,1,10,21,7870,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
C00229,3,7,3.23,6,2,10,35,2621,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
C00230,12,7,1.67,8,3,6,51,632,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
C00231,3,10,4.18,2,2,3,59,6134,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
C00232,6,8,4.04,4,1,6,61,5999,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
C00233,24,2,4.43,6,1,7,41,7092,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
C00234,12,10,0.7,4,3,2,30,5791,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
C00235,1,10,0.62,1,3,6,46,9994,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
C00236,3,7,2.59,2,2,7,57,3655,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
C00237,1,2,1.62,4,1,5,47,8462,5,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
C00238,3,4,4.1,7,1,0,56,4175,3,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
C00239,1,3,4.59,5,1,4,25,5627,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
C00240,12,9,1.65,5,2,7,64,2368,5,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
C00241,3,1,0.94,8,3,8,18,7700,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
C00242,12,6,2.84,6,2,1,47,6375,4,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
C00243,3,3,1.91,9,3,10,32,6779,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
C00244,6,5,1.15,5,1,0,49,5217,4,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
C00245,6,10,4.61,5,1,10,44,1033,1,5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
C00246,3,10,4.11,2,1,6,41,4206,4,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
C00247,1,5,1.28,10,2,5,55,9442,4,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
C00248,24,10,4.92,6,2,0,28,1177,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
C00249,3,3,3.4,4,2,4,40,9548,5,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
C00250,1,4,1.36,4,2,6,44,9301,4,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
C00251,12,1,1.26,1,2,10,43,9693,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
C00252,12,3,0.51,5,2,8,62,2036,5,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
C00253,6,8,2.96,7,3,9,51,7448,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
C00254,6,2,2.67,9,2,6,34,6050,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
C00255,6,10,2.78,3,1,1,29,642,5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
C00256,3,6,4.58,4,2,1,63,2034,4,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
C00257,24,7,4.39,8,2,7,39,6037,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
C00258,12,3,1.59,6,2,6,25,6141,1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
C00259,12,3,1.24,4,2,3,38,4050,3,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
C00260,24,2,4.72,5,1,10,66,8018,1,5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
C00261,1,4,1.28,4,1,3,43,5973,1,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
C00262,3,8,3.52,1,3,9,62,9055,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
C00263,12,3,1.05,3,1,2,60,2094,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
C00264,1,6,4.46,1,1,7,24,6014,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
C00265,24,4,4.85,2,2,8,53,1835,3,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
C00266,3,4,2.4,4,2,3,28,5120,5,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
C00267,6,1,1.76,8,3,5,20,2497,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
C00268,24,6,4.82,2,1,3,51,2649,0,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
C00269,6,8,3.44,9,2,4,31,2546,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
C00270,1,1,4.54,4,1,5,57,1560,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
C00271,1,10,3.24,2,2,7,65,2437,0,5,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
C00272,24,5,2.27,2,1,3,43,2759,3,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
C00273,12,6,1.42,9,3,3,47,8883,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
C00274,6,7,4.57,3,1,5,42,5359,2,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
C00275,24,5,3.8,6,2,5,60,8810,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
C00276,24,1,3.9,9,3,7,57,3969,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
C00277,3,8,3.25,2,1,3,20,8158,3,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
C00278,1,7,4.17,4,3,6,26,910,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
C00279,1,1,3.39,4,3,10,26,4699,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
C00280,24,8,4.18,2,1,4,68,2460,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
C00281,1,6,2.83,1,2,4,68,9479,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
C00282,3,8,0.84,9,1,9,68,8505,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
C00283,6,1,3.83,6,3,2,23,7386,4,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
C00284,6,5,2.29,3,2,6,45,9967,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
C00285,1,8,1.92,8,1,2,51,8262,3,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
C00286,24,5,3.93,1,1,2,48,8197,2,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
C00287,1,4,3.89,9,3,10,60,5650,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
C00288,6,9,2.58,2,1,8,33,5372,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
C00289,12,1,4.77,9,1,9,34,8657,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
C00290,12,3,0.52,10,2,6,28,4473,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
C00291,12,8,0.67,7,2,3,52,9824,1,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
C00292,24,3,4.17,2,3,0,31,822,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
C00293,1,1,3.53,2,1,2,36,1830,4,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
C00294,24,2,0.52,10,3,3,54,8145,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
C00295,6,1,3.86,5,1,1,42,8943,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
C00296,6,3,4.45,9,2,4,43,8496,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
C00297,6,9,1.06,1,2,10,33,4856,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
C00298,12,3,0.78,1,1,5,45,4865,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
C00299,3,4,3.51,5,2,9,40,5004,3,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
C00300,3,10,3.68,9,3,4,53,938,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
C00301,1,10,2.95,2,3,5,34,4755,3,5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
C00302,6,1,2.19,7,3,4,58,3065,2,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
C00303,1,8,4.45,9,3,8,36,9667,3,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
C00304,6,8,1.62,4,2,9,48,4646,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
C00305,24,5,2.04,1,2,4,57,2271,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
C00306,12,3,1.75,4,3,2,42,2612,5,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
C00307,3,8,3.65,1,3,4,44,3666,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
C00308,6,9,1.2,7,3,9,55,5765,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C00309,1,8,1.66,4,3,6,29,8223,0,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
C00310,6,9,1.45,9,3,2,21,1901,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
C00311,3,2,4.61,6,1,0,35,5183,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
C00312,12,5,1.45,6,2,8,44,5627,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
C00313,3,4,2.84,9,1,1,69,3558,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
C00314,12,5,1.23,3,2,7,52,8319,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
C00315,24,3,3.69,4,2,5,38,1978,5,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
C00316,24,10,3.11,2,1,2,63,6216,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
C00317,12,7,3.89,10,2,6,63,2055,5,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
C00318,24,2,1.08,7,1,0,57,8653,4,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
C00319,6,1,1.27,1,1,5,33,8586,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
C00320,24,4,3.31,2,2,0,67,9822,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
C00321,24,5,1.32,6,3,9,18,6230,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
C00322,24,7,0.81,3,3,4,43,681,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
C00323,1,2,1.87,2,3,6,60,8262,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
C00324,1,8,2.26,3,1,10,65,6127,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
C00325,6,3,3.6,10,1,1,68,9803,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
C00326,24,5,4.63,9,2,3,51,9812,1,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
C00327,6,2,3.57,3,3,3,44,8418,3,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
C00328,12,3,4.96,2,2,0,32,2990,2,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
C00329,1,2,3.79,7,3,6,69,3211,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
C00330,1,9,3.11,5,3,5,34,3098,2,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
C00331,1,2,1.0,8,2,7,48,2858,3,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
C00332,12,4,4.38,9,2,5,56,8002,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
C00333,24,10,2.92,7,1,10,27,865,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
C00334,3,6,4.97,3,1,8,58,5338,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
C00335,24,10,3.76,4,3,9,24,2906,3,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
C00336,3,2,3.34,5,3,1,24,5186,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
C00337,12,10,0.86,6,2,0,45,2196,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
C00338,3,9,0.63,6,3,1,37,6243,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
C00339,24,9,2.74,4,1,4,70,7257,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
C00340,12,6,4.66,8,3,7,43,8803,5,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
C00341,1,4,2.76,4,3,6,24,6543,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
C00342,3,8,3.12,6,3,8,46,2580,5,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
C00343,1,9,3.26,3,1,3,21,5337,3,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
C00344,24,1,3.25,4,3,5,62,4015,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C00345,12,8,1.57,9,1,10,59,7350,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
C00346,1,9,1.77,2,2,5,61,7650,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
C00347,1,8,4.52,8,3,10,54,1302,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
C00348,12,10,4.45,3,1,3,58,3074,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
C00349,24,4,0.81,2,1,8,36,7239,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
C00350,3,2,2.18,3,1,4,64,3254,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
C00351,6,4,0.57,9,1,0,27,4821,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
C00352,12,6,1.69,2,2,4,49,9586,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
C00353,12,10,2.01,4,1,8,36,4645,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
C00354,24,10,0.87,10,1,7,59,5535,3,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
C00355,12,4,3.57,2,2,7,70,6126,4,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
C00356,24,9,4.11,6,2,9,24,8893,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
C00357,6,6,4.19,7,2,0,43,953,5,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
C00358,24,7,3.74,5,3,1,35,6162,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
C00359,12,6,2.48,8,2,2,21,813,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
C00360,6,6,1.11,8,3,6,19,7611,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
C00361,6,10,2.5,2,1,10,31,8804,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
C00362,6,1,1.99,10,3,3,45,1468,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
C00363,12,9,4.46,6,2,6,29,8444,2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
C00364,12,3,1.37,4,3,8,47,3065,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
C00365,12,5,4.88,9,3,3,24,3569,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
C00366,1,10,4.24,4,3,0,26,2409,4,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
C00367,6,6,4.55,9,1,4,32,4808,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
C00368,1,3,4.85,7,2,2,55,3565,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
C00369,12,4,4.11,1,1,2,55,7437,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
C00370,3,2,4.29,9,3,8,43,3659,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
C00371,24,2,3.8,9,1,2,54,6551,5,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
C00372,24,3,2.28,7,1,4,53,7497,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
C00373,1,5,3.49,1,1,4,22,7075,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
C00374,1,4,4.66,1,3,1,34,4860,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
C00375,24,1,1.97,5,3,6,35,7444,3,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
C00376,24,9,1.61,6,3,4,42,9543,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
C00377,3,4,1.16,8,2,8,18,2809,1,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
C00378,24,5,3.82,6,3,7,61,704,4,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
C00379,1,3,3.1,6,3,5,31,6388,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
C00380,6,7,4.44,2,3,2,49,897,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
C00381,3,10,1.3,1,1,10,55,2346,5,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
C00382,12,1,3.55,8,2,9,29,3565,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
C00383,12,4,4.81,3,2,2,42,2222,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
C00384,12,10,2.88,4,3,4,26,7165,5,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
C00385,1,5,0.8,9,3,10,54,3109,5,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
C00386,1,9,2.94,2,2,1,63,9162,0,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
C00387,1,1,2.16,6,3,8,54,5090,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
C00388,24,3,3.22,3,1,2,66,1576,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
C00389,6,2,2.42,1,3,8,70,5182,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
C00390,1,4,2.46,6,1,5,66,6888,5,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
C00391,24,3,4.22,6,3,1,26,1228,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
C00392,24,7,1.59,2,3,10,38,1274,5,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
C00393,24,2,4.54,4,2,7,58,3307,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
C00394,3,6,1.8,6,1,5,29,5300,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
C00395,3,5,0.98,7,2,7,30,4086,3,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
C00396,3,1,2.29,2,2,2,18,5393,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
C00397,24,5,1.3,6,3,1,27,1227,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
C00398,6,4,3.46,3,3,2,62,1897,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
C00399,12,9,2.47,8,3,8,52,7879,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
C00400,6,4,4.73,4,2,8,20,5577,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
C00401,12,9,4.93,3,3,0,58,7483,5,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
C00402,24,1,4.61,8,3,10,60,2565,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
C00403,1,4,1.0,6,1,5,25,6664,3,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
C00404,3,7,4.56,7,3,0,32,8259,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
C00405,12,7,3.03,7,2,0,19,9921,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
C00406,6,10,3.38,4,3,7,19,4022,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
