customer_id,churn_probability,reason_1,reason_2,reason_3
C00251,0.9900913611068428,Low satisfaction score (1/10) increased churn risk,Low engagement rate (1/10) increased churn risk,Frequent support queries (10) increased churn risk
C00252,0.9168014868535931,Many promotional offers used (5) decreased churn risk,Low daily watch time (0.5 hours) increased churn risk,Frequent support queries (8) increased churn risk
C00253,0.31962765246036023,High satisfaction score (8/10) decreased churn risk,Frequent support queries (9) increased churn risk,Many promotional offers used (4) decreased churn risk
C00254,0.6535112027592754,Low satisfaction score (2/10) increased churn risk,High engagement rate (9/10) decreased churn risk,Few promotional offers used (1) increased churn risk
C00255,0.02490844701119755,High satisfaction score (10/10) decreased churn risk,Few support queries (1) decreased churn risk,Many promotional offers used (5) decreased churn risk
C00256,0.19531210441308686,Few support queries (1) decreased churn risk,High daily watch time (4.6 hours) decreased churn risk,Many promotional offers used (4) decreased churn risk
C00257,0.037007038722007224,Long subscription history (24 months) decreased churn risk,High satisfaction score (7/10) decreased churn risk,High engagement rate (8/10) decreased churn risk
C00258,0.9278197983352834,Low satisfaction score (3/10) increased churn risk,Few promotional offers used (1) increased churn risk,Daily watch time (1.6 hours) increased churn risk
C00259,0.578040299323085,Low satisfaction score (3/10) increased churn risk,Low daily watch time (1.2 hours) increased churn risk,Support queries logged (3) decreased churn risk
C00260,0.7725660844509474,Frequent support queries (10) increased churn risk,Low satisfaction score (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk
C00261,0.9573474496406408,Short subscription history (1 months) increased churn risk,Low daily watch time (1.3 hours) increased churn risk,Support queries logged (3) decreased churn risk
C00262,0.6926455681494091,Low engagement rate (1/10) increased churn risk,High satisfaction score (8/10) decreased churn risk,Frequent support queries (9) increased churn risk
C00263,0.8881182838133728,Low engagement rate (3/10) increased churn risk,Few support queries (2) decreased churn risk,Low satisfaction score (3/10) increased churn risk
C00264,0.6624757673325415,Low engagement rate (1/10) increased churn risk,Short subscription history (1 months) increased churn risk,High daily watch time (4.5 hours) decreased churn risk
C00265,0.6052461446152797,Low engagement rate (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,High daily watch time (4.8 hours) decreased churn risk
C00266,0.4992127117245463,Many promotional offers used (5) decreased churn risk,Short subscription history (3 months) increased churn risk,Support queries logged (3) decreased churn risk
C00267,0.9156163127032118,Low satisfaction score (1/10) increased churn risk,High engagement rate (8/10) decreased churn risk,Few promotional offers used (1) increased churn risk
C00268,0.38528433389909833,Low engagement rate (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Few promotional offers used (0) increased churn risk
C00269,0.05164359642605752,High satisfaction score (8/10) decreased churn risk,High engagement rate (9/10) decreased churn risk,Few promotional offers used (1) increased churn risk
C00270,0.9173032272146101,Low satisfaction score (1/10) increased churn risk,High daily watch time (4.5 hours) decreased churn risk,Short subscription history (1 months) increased churn risk
C00271,0.7660172764797232,High satisfaction score (10/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Few promotional offers used (0) increased churn risk
C00272,0.5169884859715276,Low engagement rate (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Support queries logged (3) decreased churn risk
C00273,0.1087283929270357,High engagement rate (9/10) decreased churn risk,Support queries logged (3) decreased churn risk,Low daily watch time (1.4 hours) increased churn risk
C00274,0.4702178700403463,Low engagement rate (3/10) increased churn risk,High satisfaction score (7/10) decreased churn risk,High daily watch time (4.6 hours) decreased churn risk
C00275,0.4261726991768936,Long subscription history (24 months) decreased churn risk,Few promotional offers used (0) increased churn risk,Delayed payment history increased churn risk
C00276,0.40698858293927354,Low satisfaction score (1/10) increased churn risk,Long subscription history (24 months) decreased churn risk,High engagement rate (9/10) decreased churn risk
C00277,0.26965610177178284,Low engagement rate (2/10) increased churn risk,High satisfaction score (8/10) decreased churn risk,Short subscription history (3 months) increased churn risk
C00278,0.25154917369848334,Many promotional offers used (5) decreased churn risk,High satisfaction score (7/10) decreased churn risk,Short subscription history (1 months) increased churn risk
C00279,0.9794293214545214,Low satisfaction score (1/10) increased churn risk,Frequent support queries (10) increased churn risk,Short subscription history (1 months) increased churn risk
C00280,0.40405579855749657,Low engagement rate (2/10) increased churn risk,High satisfaction score (8/10) decreased churn risk,Long subscription history (24 months) decreased churn risk
C00281,0.8684010198343396,Low engagement rate (1/10) increased churn risk,Short subscription history (1 months) increased churn risk,On-Time payment history decreased churn risk
C00282,0.47985909647415703,High satisfaction score (8/10) decreased churn risk,Frequent support queries (9) increased churn risk,High engagement rate (9/10) decreased churn risk
C00283,0.43447359123775775,Low satisfaction score (1/10) increased churn risk,Few support queries (2) decreased churn risk,Many promotional offers used (4) decreased churn risk
C00284,0.8615148921319682,Low engagement rate (3/10) increased churn risk,Delayed payment history increased churn risk,Short subscription history (6 months) increased churn risk
C00285,0.05272676474156799,High satisfaction score (8/10) decreased churn risk,Few support queries (2) decreased churn risk,High engagement rate (8/10) decreased churn risk
C00286,0.33707698414452175,Low engagement rate (1/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Few support queries (2) decreased churn risk
C00287,0.7250527824383018,Frequent support queries (10) increased churn risk,High engagement rate (9/10) decreased churn risk,Few promotional offers used (0) increased churn risk
C00288,0.6532734482602203,High satisfaction score (9/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Frequent support queries (8) increased churn risk
C00289,0.7052593146430072,Low satisfaction score (1/10) increased churn risk,Frequent support queries (9) increased churn risk,High engagement rate (9/10) decreased churn risk
C00290,0.8141398535296094,High engagement rate (10/10) decreased churn risk,Low daily watch time (0.5 hours) increased churn risk,Few promotional offers used (0) increased churn risk
C00291,0.2602408437886329,High satisfaction score (8/10) decreased churn risk,Low daily watch time (0.7 hours) increased churn risk,Support queries logged (3) decreased churn risk
C00292,0.25496052656896045,Few support queries (0) decreased churn risk,Low engagement rate (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk
C00293,0.9061896608381255,Low satisfaction score (1/10) increased churn risk,Low engagement rate (2/10) increased churn risk,Few support queries (2) decreased churn risk
C00294,0.5529342660345172,High engagement rate (10/10) decreased churn risk,Low satisfaction score (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk
C00295,0.7730925482347343,Low satisfaction score (1/10) increased churn risk,Few support queries (1) decreased churn risk,Delayed payment history increased churn risk
C00296,0.5685278834328285,High engagement rate (9/10) decreased churn risk,Few promotional offers used (0) increased churn risk,Low satisfaction score (3/10) increased churn risk
C00297,0.9449756824195055,High satisfaction score (9/10) decreased churn risk,Low engagement rate (1/10) increased churn risk,Frequent support queries (10) increased churn risk
C00298,0.9641667409030601,Low engagement rate (1/10) increased churn risk,Low daily watch time (0.8 hours) increased churn risk,Low satisfaction score (3/10) increased churn risk
C00299,0.7259378031720841,Frequent support queries (9) increased churn risk,Short subscription history (3 months) increased churn risk,Low satisfaction score (4/10) increased churn risk
C00300,0.047939200131164345,High satisfaction score (10/10) decreased churn risk,High engagement rate (9/10) decreased churn risk,Short subscription history (3 months) increased churn risk
C00301,0.2460352543913459,High satisfaction score (10/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Short subscription history (1 months) increased churn risk
C00302,0.6970232488205548,Low satisfaction score (1/10) increased churn risk,High engagement rate (7/10) decreased churn risk,On-Time payment history decreased churn risk
C00303,0.11332408814838528,High satisfaction score (8/10) decreased churn risk,High engagement rate (9/10) decreased churn risk,Frequent support queries (8) increased churn risk
C00304,0.8512424363426245,High satisfaction score (8/10) decreased churn risk,Frequent support queries (9) increased churn risk,Low engagement rate (4/10) increased churn risk
C00305,0.727980567623606,Low engagement rate (1/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Few promotional offers used (0) increased churn risk
C00306,0.38785721912277876,Many promotional offers used (5) decreased churn risk,Few support queries (2) decreased churn risk,Low satisfaction score (3/10) increased churn risk
C00307,0.42045580154404255,Low engagement rate (1/10) increased churn risk,High satisfaction score (8/10) decreased churn risk,Many promotional offers used (4) decreased churn risk
C00308,0.3813435903367032,High satisfaction score (9/10) decreased churn risk,Frequent support queries (9) increased churn risk,Low daily watch time (1.2 hours) increased churn risk
C00309,0.6758374266901088,High satisfaction score (8/10) decreased churn risk,Few promotional offers used (0) increased churn risk,Short subscription history (1 months) increased churn risk
C00310,0.024796789379852205,High satisfaction score (9/10) decreased churn risk,High engagement rate (9/10) decreased churn risk,Few support queries (2) decreased churn risk
C00311,0.8053645315977905,Few support queries (0) decreased churn risk,Low satisfaction score (2/10) increased churn risk,Few promotional offers used (0) increased churn risk
C00312,0.6174558661474225,Frequent support queries (8) increased churn risk,Low daily watch time (1.4 hours) increased churn risk,On-Time payment history decreased churn risk
C00313,0.20537426458704117,Few support queries (1) decreased churn risk,High engagement rate (9/10) decreased churn risk,Many promotional offers used (4) decreased churn risk
C00314,0.752529616946064,Low engagement rate (3/10) increased churn risk,Low daily watch time (1.2 hours) increased churn risk,Many promotional offers used (4) decreased churn risk
C00315,0.13295444447224508,Long subscription history (24 months) decreased churn risk,Many promotional offers used (5) decreased churn risk,Low satisfaction score (3/10) increased churn risk
C00316,0.04829579650698543,High satisfaction score (10/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk
C00317,0.012979512914723696,High engagement rate (10/10) decreased churn risk,Many promotional offers used (5) decreased churn risk,High satisfaction score (7/10) decreased churn risk
C00318,0.17600180700627116,Few support queries (0) decreased churn risk,Low satisfaction score (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk
C00319,0.9913513298372572,Low satisfaction score (1/10) increased churn risk,Low engagement rate (1/10) increased churn risk,Low daily watch time (1.3 hours) increased churn risk
C00320,0.0865965853796021,Few support queries (0) decreased churn risk,Low engagement rate (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk
C00321,0.2510637723647076,Long subscription history (24 months) decreased churn risk,Frequent support queries (9) increased churn risk,Low daily watch time (1.3 hours) increased churn risk
C00322,0.11450687391279377,Long subscription history (24 months) decreased churn risk,Low engagement rate (3/10) increased churn risk,Low daily watch time (0.8 hours) increased churn risk
C00323,0.9740686701957224,Low satisfaction score (2/10) increased churn risk,Low engagement rate (2/10) increased churn risk,Short subscription history (1 months) increased churn risk
C00324,0.8370126771175271,Frequent support queries (10) increased churn risk,High satisfaction score (8/10) decreased churn risk,Low engagement rate (3/10) increased churn risk
C00325,0.04916291993609155,High engagement rate (10/10) decreased churn risk,Few support queries (1) decreased churn risk,Many promotional offers used (5) decreased churn risk
C00326,0.036921347900523045,Long subscription history (24 months) decreased churn risk,High engagement rate (9/10) decreased churn risk,High daily watch time (4.6 hours) decreased churn risk
C00327,0.6394590408553011,Low satisfaction score (2/10) increased churn risk,Low engagement rate (3/10) increased churn risk,Support queries logged (3) decreased churn risk
C00328,0.39988945930012515,Few support queries (0) decreased churn risk,Low engagement rate (2/10) increased churn risk,High daily watch time (5.0 hours) decreased churn risk
C00329,0.6842691238729293,Low satisfaction score (2/10) increased churn risk,Short subscription history (1 months) increased churn risk,High engagement rate (7/10) decreased churn risk
C00330,0.31292631714579955,High satisfaction score (9/10) decreased churn risk,Short subscription history (1 months) increased churn risk,Delayed payment history increased churn risk
C00331,0.8083851020222569,Low satisfaction score (2/10) increased churn risk,High engagement rate (8/10) decreased churn risk,Short subscription history (1 months) increased churn risk
C00332,0.17797372541251016,High engagement rate (9/10) decreased churn risk,High daily watch time (4.4 hours) decreased churn risk,Few promotional offers used (1) increased churn risk
C00333,0.05215471709053936,High satisfaction score (10/10) decreased churn risk,Frequent support queries (10) increased churn risk,Long subscription history (24 months) decreased churn risk
C00334,0.9132721301560925,High daily watch time (5.0 hours) decreased churn risk,Low engagement rate (3/10) increased churn risk,Frequent support queries (8) increased churn risk
C00335,0.02631869288608856,High satisfaction score (10/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,Frequent support queries (9) increased churn risk
C00336,0.8354571629000217,Low satisfaction score (2/10) increased churn risk,Few support queries (1) decreased churn risk,Few promotional offers used (0) increased churn risk
C00337,0.018927787284300467,High satisfaction score (10/10) decreased churn risk,Few support queries (0) decreased churn risk,Low daily watch time (0.9 hours) increased churn risk
C00338,0.23181866720813094,High satisfaction score (9/10) decreased churn risk,Few support queries (1) decreased churn risk,Few promotional offers used (0) increased churn risk
C00339,0.06711427585726847,High satisfaction score (9/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,Low engagement rate (4/10) increased churn risk
C00340,0.019174133932041384,Many promotional offers used (5) decreased churn risk,High daily watch time (4.7 hours) decreased churn risk,High engagement rate (8/10) decreased churn risk
C00341,0.8305850278219501,Short subscription history (1 months) increased churn risk,Many promotional offers used (4) decreased churn risk,Low engagement rate (4/10) increased churn risk
C00342,0.09748621946000749,High satisfaction score (8/10) decreased churn risk,Many promotional offers used (5) decreased churn risk,Frequent support queries (8) increased churn risk
C00343,0.3999042706160415,High satisfaction score (9/10) decreased churn risk,Low engagement rate (3/10) increased churn risk,Short subscription history (1 months) increased churn risk
C00344,0.7036378890643813,Low satisfaction score (1/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Low engagement rate (4/10) increased churn risk
C00345,0.5365702530583252,Frequent support queries (10) increased churn risk,High satisfaction score (8/10) decreased churn risk,High engagement rate (9/10) decreased churn risk
C00346,0.5369785772186734,High satisfaction score (9/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Short subscription history (1 months) increased churn risk
C00347,0.4387912596563946,Frequent support queries (10) increased churn risk,High satisfaction score (8/10) decreased churn risk,Few promotional offers used (0) increased churn risk
C00348,0.011335144965969324,High satisfaction score (10/10) decreased churn risk,Many promotional offers used (5) decreased churn risk,Low engagement rate (3/10) increased churn risk
C00349,0.8225145465264946,Low engagement rate (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Frequent support queries (8) increased churn risk
C00350,0.9582713272510379,Low satisfaction score (2/10) increased churn risk,Few promotional offers used (0) increased churn risk,Low engagement rate (3/10) increased churn risk
C00351,0.11307793080060152,Few support queries (0) decreased churn risk,High engagement rate (9/10) decreased churn risk,Many promotional offers used (5) decreased churn risk
C00352,0.8104136194256485,Low engagement rate (2/10) increased churn risk,Few promotional offers used (0) increased churn risk,Daily watch time (1.7 hours) increased churn risk
C00353,0.4550453661645456,High satisfaction score (10/10) decreased churn risk,Frequent support queries (8) increased churn risk,Low engagement rate (4/10) increased churn risk
C00354,0.015705069705264484,High satisfaction score (10/10) decreased churn risk,High engagement rate (10/10) decreased churn risk,Long subscription history (24 months) decreased churn risk
C00355,0.8531472702644207,Low engagement rate (2/10) increased churn risk,Many promotional offers used (4) decreased churn risk,Frequent support queries (7) increased churn risk
C00356,0.09383198770128988,High satisfaction score (9/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,Frequent support queries (9) increased churn risk
C00357,0.009783494944557896,Few support queries (0) decreased churn risk,Many promotional offers used (5) decreased churn risk,High daily watch time (4.2 hours) decreased churn risk
C00358,0.015114713727799137,Long subscription history (24 months) decreased churn risk,Few support queries (1) decreased churn risk,High satisfaction score (7/10) decreased churn risk
C00359,0.02407281580948525,Many promotional offers used (5) decreased churn risk,Few support queries (2) decreased churn risk,High engagement rate (8/10) decreased churn risk
C00360,0.6159520535517108,High engagement rate (8/10) decreased churn risk,Low daily watch time (1.1 hours) increased churn risk,Few promotional offers used (1) increased churn risk
C00361,0.6753496360783194,High satisfaction score (10/10) decreased churn risk,Frequent support queries (10) increased churn risk,Low engagement rate (2/10) increased churn risk
C00362,0.6580697926130682,Low satisfaction score (1/10) increased churn risk,High engagement rate (10/10) decreased churn risk,Support queries logged (3) decreased churn risk
C00363,0.06627838107725736,High satisfaction score (9/10) decreased churn risk,High daily watch time (4.5 hours) decreased churn risk,Delayed payment history increased churn risk
C00364,0.8302338114327306,Frequent support queries (8) increased churn risk,Low satisfaction score (3/10) increased churn risk,Many promotional offers used (4) decreased churn risk
C00365,0.031668301076666024,High engagement rate (9/10) decreased churn risk,High daily watch time (4.9 hours) decreased churn risk,Support queries logged (3) decreased churn risk
C00366,0.008385252768584288,High satisfaction score (10/10) decreased churn risk,Few support queries (0) decreased churn risk,Short subscription history (1 months) increased churn risk
C00367,0.14214543552277986,High engagement rate (9/10) decreased churn risk,Few promotional offers used (0) increased churn risk,High daily watch time (4.5 hours) decreased churn risk
C00368,0.6638290452321838,Few promotional offers used (0) increased churn risk,High daily watch time (4.8 hours) decreased churn risk,Few support queries (2) decreased churn risk
C00369,0.6941104280790588,Low engagement rate (1/10) increased churn risk,Few promotional offers used (0) increased churn risk,Few support queries (2) decreased churn risk
C00370,0.6901878997724347,Low satisfaction score (2/10) increased churn risk,High engagement rate (9/10) decreased churn risk,Frequent support queries (8) increased churn risk
C00371,0.010894998593485918,Low satisfaction score (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,High engagement rate (9/10) decreased churn risk
C00372,0.4375531421653673,Long subscription history (24 months) decreased churn risk,Few promotional offers used (0) increased churn risk,Low satisfaction score (3/10) increased churn risk
C00373,0.9167178057897319,Low engagement rate (1/10) increased churn risk,Short subscription history (1 months) increased churn risk,Delayed payment history increased churn risk
C00374,0.8959007913313173,Low engagement rate (1/10) increased churn risk,Few support queries (1) decreased churn risk,Few promotional offers used (0) increased churn risk
C00375,0.5316187151761995,Low satisfaction score (1/10) increased churn risk,Long subscription history (24 months) decreased churn risk,On-Time payment history decreased churn risk
C00376,0.1641104291311874,High satisfaction score (9/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,Few promotional offers used (0) increased churn risk
C00377,0.9183639776847591,Frequent support queries (8) increased churn risk,High engagement rate (8/10) decreased churn risk,Low daily watch time (1.2 hours) increased churn risk
C00378,0.1295923031826477,Long subscription history (24 months) decreased churn risk,Many promotional offers used (4) decreased churn risk,Frequent support queries (7) increased churn risk
C00379,0.45690428909065917,Low satisfaction score (3/10) increased churn risk,Short subscription history (1 months) increased churn risk,Many promotional offers used (4) decreased churn risk
C00380,0.4797784400797861,Low engagement rate (2/10) increased churn risk,Few promotional offers used (0) increased churn risk,Few support queries (2) decreased churn risk
C00381,0.7405333216928769,High satisfaction score (10/10) decreased churn risk,Low engagement rate (1/10) increased churn risk,Frequent support queries (10) increased churn risk
C00382,0.9217790783750581,Low satisfaction score (1/10) increased churn risk,Frequent support queries (9) increased churn risk,High engagement rate (8/10) decreased churn risk
C00383,0.5622163795766839,Low engagement rate (3/10) increased churn risk,High daily watch time (4.8 hours) decreased churn risk,Few support queries (2) decreased churn risk
C00384,0.028141145217628602,High satisfaction score (10/10) decreased churn risk,Many promotional offers used (5) decreased churn risk,Low engagement rate (4/10) increased churn risk
C00385,0.7821319012438048,Frequent support queries (10) increased churn risk,High engagement rate (9/10) decreased churn risk,Many promotional offers used (5) decreased churn risk
C00386,0.3527678951706043,High satisfaction score (9/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Few support queries (1) decreased churn risk
C00387,0.9852952571037844,Low satisfaction score (1/10) increased churn risk,Frequent support queries (8) increased churn risk,Short subscription history (1 months) increased churn risk
C00388,0.6814329294718076,Long subscription history (24 months) decreased churn risk,Few promotional offers used (0) increased churn risk,Low engagement rate (3/10) increased churn risk
C00389,0.9836254558051923,Low engagement rate (1/10) increased churn risk,Low satisfaction score (2/10) increased churn risk,Frequent support queries (8) increased churn risk
C00390,0.4004511047993625,Many promotional offers used (5) decreased churn risk,Short subscription history (1 months) increased churn risk,Low satisfaction score (4/10) increased churn risk
C00391,0.12511133692924575,Long subscription history (24 months) decreased churn risk,Few support queries (1) decreased churn risk,Low satisfaction score (3/10) increased churn risk
C00392,0.6057004105062064,Frequent support queries (10) increased churn risk,Low engagement rate (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk
C00393,0.7160507423775562,Low satisfaction score (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Few promotional offers used (0) increased churn risk
C00394,0.5174225543356501,Short subscription history (3 months) increased churn risk,On-Time payment history decreased churn risk,Daily watch time (1.8 hours) increased churn risk
C00395,0.8555037745593074,Low daily watch time (1.0 hours) increased churn risk,Short subscription history (3 months) increased churn risk,Frequent support queries (7) increased churn risk
C00396,0.9683252201454137,Low satisfaction score (1/10) increased churn risk,Low engagement rate (2/10) increased churn risk,Few promotional offers used (0) increased churn risk
C00397,0.11235195761477845,Long subscription history (24 months) decreased churn risk,Few support queries (1) decreased churn risk,Low daily watch time (1.3 hours) increased churn risk
C00398,0.6528561220315268,Few promotional offers used (0) increased churn risk,Low engagement rate (3/10) increased churn risk,Few support queries (2) decreased churn risk
C00399,0.2716865633853308,High satisfaction score (9/10) decreased churn risk,Frequent support queries (8) increased churn risk,High engagement rate (8/10) decreased churn risk
C00400,0.7037931765102889,Frequent support queries (8) increased churn risk,High daily watch time (4.7 hours) decreased churn risk,Low engagement rate (4/10) increased churn risk
C00401,0.0024486821606168594,High satisfaction score (9/10) decreased churn risk,Few support queries (0) decreased churn risk,Many promotional offers used (5) decreased churn risk
C00402,0.5321559295353948,Low satisfaction score (1/10) increased churn risk,Frequent support queries (10) increased churn risk,Long subscription history (24 months) decreased churn risk
C00403,0.8853087923472367,Short subscription history (1 months) increased churn risk,Low daily watch time (1.0 hours) increased churn risk,Delayed payment history increased churn risk
C00404,0.007640637128707877,Few support queries (0) decreased churn risk,Many promotional offers used (5) decreased churn risk,High satisfaction score (7/10) decreased churn risk
C00405,0.013490201921993347,Few support queries (0) decreased churn risk,High satisfaction score (7/10) decreased churn risk,High engagement rate (7/10) decreased churn risk
C00406,0.5141921828188488,High satisfaction score (10/10) decreased churn risk,Few promotional offers used (0) increased churn risk,Low engagement rate (4/10) increased churn risk
C00407,0.6517511185726075,Low engagement rate (3/10) increased churn risk,Low satisfaction score (3/10) increased churn risk,Many promotional offers used (4) decreased churn risk
C00408,0.7764762392913593,Low engagement rate (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Few support queries (1) decreased churn risk
C00409,0.43680178086051924,High satisfaction score (9/10) decreased churn risk,Few support queries (1) decreased churn risk,Low engagement rate (3/10) increased churn risk
C00410,0.7794892282610026,Low satisfaction score (1/10) increased churn risk,Few support queries (0) decreased churn risk,Long subscription history (24 months) decreased churn risk
C00411,0.05384035016780875,Low satisfaction score (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Few support queries (1) decreased churn risk
C00412,0.03157002459143733,Few support queries (0) decreased churn risk,High daily watch time (4.1 hours) decreased churn risk,On-Time payment history decreased churn risk
C00413,0.8373287242343942,Frequent support queries (10) increased churn risk,High engagement rate (8/10) decreased churn risk,Few promotional offers used (1) increased churn risk
C00414,0.4070668516903346,Few support queries (0) decreased churn risk,Short subscription history (1 months) increased churn risk,Delayed payment history increased churn risk
C00415,0.06713280491632864,High engagement rate (10/10) decreased churn risk,Low satisfaction score (3/10) increased churn risk,High daily watch time (4.5 hours) decreased churn risk
C00416,0.36324928884138474,High engagement rate (9/10) decreased churn risk,Few promotional offers used (0) increased churn risk,Few support queries (2) decreased churn risk
C00417,0.9913723266165855,Low satisfaction score (1/10) increased churn risk,Low engagement rate (1/10) increased churn risk,Few promotional offers used (0) increased churn risk
C00418,0.508169777851122,Low satisfaction score (2/10) increased churn risk,High engagement rate (8/10) decreased churn risk,Short subscription history (1 months) increased churn risk
C00419,0.020872582592176905,High satisfaction score (9/10) decreased churn risk,High engagement rate (10/10) decreased churn risk,Many promotional offers used (5) decreased churn risk
C00420,0.9833500813777685,Low engagement rate (1/10) increased churn risk,Few promotional offers used (0) increased churn risk,Low satisfaction score (3/10) increased churn risk
C00421,0.5986653020712455,High satisfaction score (10/10) decreased churn risk,Frequent support queries (10) increased churn risk,Low engagement rate (3/10) increased churn risk
C00422,0.9157874346978702,High satisfaction score (10/10) decreased churn risk,Low engagement rate (1/10) increased churn risk,Frequent support queries (9) increased churn risk
C00423,0.853164884842267,Low engagement rate (1/10) increased churn risk,Few support queries (1) decreased churn risk,Low satisfaction score (3/10) increased churn risk
C00424,0.049497366609205985,Few support queries (1) decreased churn risk,High engagement rate (9/10) decreased churn risk,High satisfaction score (7/10) decreased churn risk
C00425,0.7440035402073707,High satisfaction score (9/10) decreased churn risk,Frequent support queries (10) increased churn risk,Short subscription history (1 months) increased churn risk
C00426,0.908748048014716,Frequent support queries (10) increased churn risk,Few promotional offers used (0) increased churn risk,High daily watch time (4.6 hours) decreased churn risk
C00427,0.43705128949983185,Long subscription history (24 months) decreased churn risk,Few promotional offers used (0) increased churn risk,Low engagement rate (3/10) increased churn risk
C00428,0.014491566623948876,High satisfaction score (10/10) decreased churn risk,High engagement rate (10/10) decreased churn risk,Many promotional offers used (5) decreased churn risk
C00429,0.2930164320985108,High engagement rate (9/10) decreased churn risk,Low satisfaction score (3/10) increased churn risk,High daily watch time (4.6 hours) decreased churn risk
C00430,0.9916723303761076,Low satisfaction score (1/10) increased churn risk,Low engagement rate (3/10) increased churn risk,Frequent support queries (8) increased churn risk
C00431,0.9450310806247267,Frequent support queries (10) increased churn risk,Low satisfaction score (2/10) increased churn risk,Many promotional offers used (5) decreased churn risk
C00432,0.6385011302086083,Low satisfaction score (2/10) increased churn risk,Few support queries (1) decreased churn risk,Short subscription history (1 months) increased churn risk
C00433,0.09249397099179102,High engagement rate (9/10) decreased churn risk,High satisfaction score (7/10) decreased churn risk,Many promotional offers used (4) decreased churn risk
C00434,0.765564525395694,Low satisfaction score (1/10) increased churn risk,Few support queries (2) decreased churn risk,High daily watch time (4.6 hours) decreased churn risk
C00435,0.2797676728934912,Long subscription history (24 months) decreased churn risk,High engagement rate (9/10) decreased churn risk,Low satisfaction score (3/10) increased churn risk
C00436,0.03367765341732333,Few support queries (0) decreased churn risk,Long subscription history (24 months) decreased churn risk,Many promotional offers used (4) decreased churn risk
C00437,0.007754779854589397,High satisfaction score (8/10) decreased churn risk,Few support queries (2) decreased churn risk,High engagement rate (8/10) decreased churn risk
C00438,0.013558262995362605,High satisfaction score (9/10) decreased churn risk,High engagement rate (9/10) decreased churn risk,Many promotional offers used (5) decreased churn risk
C00439,0.03105074934466551,High satisfaction score (9/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Few support queries (1) decreased churn risk
C00440,0.440255524699675,Few support queries (1) decreased churn risk,Low engagement rate (3/10) increased churn risk,High daily watch time (4.5 hours) decreased churn risk
C00441,0.4713453328286689,High satisfaction score (7/10) decreased churn risk,Short subscription history (1 months) increased churn risk,Low engagement rate (4/10) increased churn risk
C00442,0.36655936415184004,Few support queries (0) decreased churn risk,Low engagement rate (2/10) increased churn risk,Short subscription history (1 months) increased churn risk
C00443,0.8911315881822194,Low satisfaction score (1/10) increased churn risk,Low engagement rate (1/10) increased churn risk,Few support queries (2) decreased churn risk
C00444,0.0067618019111134785,Few support queries (0) decreased churn risk,High satisfaction score (8/10) decreased churn risk,Long subscription history (24 months) decreased churn risk
C00445,0.16618631171753023,High satisfaction score (9/10) decreased churn risk,Low engagement rate (1/10) increased churn risk,Few support queries (1) decreased churn risk
C00446,0.19201604634530156,Long subscription history (24 months) decreased churn risk,Few promotional offers used (0) increased churn risk,High daily watch time (4.5 hours) decreased churn risk
C00447,0.739538682735047,Low engagement rate (1/10) increased churn risk,Few support queries (1) decreased churn risk,Short subscription history (1 months) increased churn risk
C00448,0.6343619798937463,Frequent support queries (8) increased churn risk,High daily watch time (4.6 hours) decreased churn risk,Short subscription history (1 months) increased churn risk
C00449,0.8683823447549086,Low satisfaction score (1/10) increased churn risk,Many promotional offers used (5) decreased churn risk,Low engagement rate (3/10) increased churn risk
C00450,0.8459230618814075,Low engagement rate (1/10) increased churn risk,Few promotional offers used (0) increased churn risk,High daily watch time (4.7 hours) decreased churn risk
C00451,0.02418908811345506,High satisfaction score (10/10) decreased churn risk,High engagement rate (10/10) decreased churn risk,High daily watch time (4.5 hours) decreased churn risk
