customer_id,churn_probability,reason_1,reason_2,reason_3,segment_name,subscription_length_months,customer_satisfaction_score,daily_watch_time_hours,engagement_rate,subscription_plan,support_queries_logged,age,monthly_income_usd,promotional_offers_used,number_of_profiles_created,device_used_most_often_desktop,device_used_most_often_laptop,device_used_most_often_mobile,device_used_most_often_smart_tv,device_used_most_often_tablet,genre_preference_action,genre_preference_comedy,genre_preference_documentary,genre_preference_drama,genre_preference_romance,genre_preference_sci_fi,genre_preference_thriller,region_africa,region_asia,region_europe,region_north_america,region_south_america,payment_history_delayed,payment_history_on_time,churn_status
C00230,0.3804336183544811,High satisfaction score (7/10) decreased churn risk,High engagement rate (8/10) decreased churn risk,Delayed payment history increased churn risk,Engaged but Payment-Fragile,12,7,1.67,8,3,6,51,632,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
C00231,0.1189442869595378,High satisfaction score (10/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,High daily watch time (4.2 hours) decreased churn risk,Satisfied Loyal,3,10,4.18,2,2,3,59,6134,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
C00232,0.1203008792709614,High satisfaction score (8/10) decreased churn risk,Many promotional offers used (5) decreased churn risk,Low engagement rate (4/10) increased churn risk,Satisfied Loyal,6,8,4.04,4,1,6,61,5999,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
C00233,0.6458361349822551,Low satisfaction score (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,High daily watch time (4.4 hours) decreased churn risk,Engaged but Payment-Fragile,24,2,4.43,6,1,7,41,7092,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
C00234,0.1583261551683495,High satisfaction score (10/10) decreased churn risk,Few promotional offers used (0) increased churn risk,Low daily watch time (0.7 hours) increased churn risk,Satisfied Loyal,12,10,0.7,4,3,2,30,5791,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
C00235,0.8517931355973308,High satisfaction score (10/10) decreased churn risk,Low engagement rate (1/10) increased churn risk,Low daily watch time (0.6 hours) increased churn risk,High-Risk Disengaged,1,10,0.62,1,3,6,46,9994,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
C00236,0.9601982711525175,Low engagement rate (2/10) increased churn risk,Few promotional offers used (0) increased churn risk,High satisfaction score (7/10) decreased churn risk,High-Risk Disengaged,3,7,2.59,2,2,7,57,3655,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
C00237,0.942051075870654,Low satisfaction score (2/10) increased churn risk,Many promotional offers used (5) decreased churn risk,Short subscription history (1 months) increased churn risk,High-Risk Disengaged,1,2,1.62,4,1,5,47,8462,5,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
C00238,0.0696204056620975,Few support queries (0) decreased churn risk,Short subscription history (3 months) increased churn risk,High daily watch time (4.1 hours) decreased churn risk,Low-Satisfaction At-Risk,3,4,4.1,7,1,0,56,4175,3,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
C00239,0.6641711738656815,Low satisfaction score (3/10) increased churn risk,High daily watch time (4.6 hours) decreased churn risk,Short subscription history (1 months) increased churn risk,Low-Satisfaction At-Risk,1,3,4.59,5,1,4,25,5627,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
C00240,0.3144888581934396,High satisfaction score (9/10) decreased churn risk,Many promotional offers used (5) decreased churn risk,Frequent support queries (7) increased churn risk,High-Risk Disengaged,12,9,1.65,5,2,7,64,2368,5,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
C00241,0.9731439134924638,Low satisfaction score (1/10) increased churn risk,Frequent support queries (8) increased churn risk,Low daily watch time (0.9 hours) increased churn risk,Engaged but Payment-Fragile,3,1,0.94,8,3,8,18,7700,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
C00242,0.0631825052572387,Few support queries (1) decreased churn risk,Many promotional offers used (4) decreased churn risk,Delayed payment history increased churn risk,Engaged but Payment-Fragile,12,6,2.84,6,2,1,47,6375,4,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
C00243,0.9285107449392176,Frequent support queries (10) increased churn risk,High engagement rate (9/10) decreased churn risk,Few promotional offers used (0) increased churn risk,Low-Satisfaction At-Risk,3,3,1.91,9,3,10,32,6779,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
C00244,0.1228561196516468,Few support queries (0) decreased churn risk,Low daily watch time (1.1 hours) increased churn risk,Many promotional offers used (4) decreased churn risk,Low-Satisfaction At-Risk,6,5,1.15,5,1,0,49,5217,4,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
C00245,0.3414296228368266,High satisfaction score (10/10) decreased churn risk,Frequent support queries (10) increased churn risk,High daily watch time (4.6 hours) decreased churn risk,Satisfied Loyal,6,10,4.61,5,1,10,44,1033,1,5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
C00246,0.1353132405695763,High satisfaction score (10/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Many promotional offers used (4) decreased churn risk,Satisfied Loyal,3,10,4.11,2,1,6,41,4206,4,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
C00247,0.172994285602891,High engagement rate (10/10) decreased churn risk,Short subscription history (1 months) increased churn risk,Low daily watch time (1.3 hours) increased churn risk,Low-Satisfaction At-Risk,1,5,1.28,10,2,5,55,9442,4,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
C00248,0.0026713062516628,High satisfaction score (10/10) decreased churn risk,Few support queries (0) decreased churn risk,Long subscription history (24 months) decreased churn risk,Engaged but Payment-Fragile,24,10,4.92,6,2,0,28,1177,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
C00249,0.576886948574954,Many promotional offers used (5) decreased churn risk,Low satisfaction score (3/10) increased churn risk,Short subscription history (3 months) increased churn risk,High-Risk Disengaged,3,3,3.4,4,2,4,40,9548,5,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
C00250,0.8938631966430112,Short subscription history (1 months) increased churn risk,Many promotional offers used (4) decreased churn risk,Low daily watch time (1.4 hours) increased churn risk,High-Risk Disengaged,1,4,1.36,4,2,6,44,9301,4,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
C00251,0.9900913611068428,Low satisfaction score (1/10) increased churn risk,Low engagement rate (1/10) increased churn risk,Frequent support queries (10) increased churn risk,High-Risk Disengaged,12,1,1.26,1,2,10,43,9693,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
C00252,0.9168014868535932,Many promotional offers used (5) decreased churn risk,Low daily watch time (0.5 hours) increased churn risk,Frequent support queries (8) increased churn risk,High-Risk Disengaged,12,3,0.51,5,2,8,62,2036,5,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
C00253,0.3196276524603602,High satisfaction score (8/10) decreased churn risk,Frequent support queries (9) increased churn risk,Many promotional offers used (4) decreased churn risk,Engaged but Payment-Fragile,6,8,2.96,7,3,9,51,7448,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
C00254,0.6535112027592754,Low satisfaction score (2/10) increased churn risk,High engagement rate (9/10) decreased churn risk,Few promotional offers used (1) increased churn risk,Low-Satisfaction At-Risk,6,2,2.67,9,2,6,34,6050,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
C00255,0.0249084470111975,High satisfaction score (10/10) decreased churn risk,Few support queries (1) decreased churn risk,Many promotional offers used (5) decreased churn risk,Satisfied Loyal,6,10,2.78,3,1,1,29,642,5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
C00256,0.1953121044130868,Few support queries (1) decreased churn risk,High daily watch time (4.6 hours) decreased churn risk,Many promotional offers used (4) decreased churn risk,High-Risk Disengaged,3,6,4.58,4,2,1,63,2034,4,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
C00257,0.0370070387220072,Long subscription history (24 months) decreased churn risk,High satisfaction score (7/10) decreased churn risk,High engagement rate (8/10) decreased churn risk,Engaged but Payment-Fragile,24,7,4.39,8,2,7,39,6037,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
C00258,0.9278197983352834,Low satisfaction score (3/10) increased churn risk,Few promotional offers used (1) increased churn risk,Daily watch time (1.6 hours) increased churn risk,Engaged but Payment-Fragile,12,3,1.59,6,2,6,25,6141,1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
C00259,0.578040299323085,Low satisfaction score (3/10) increased churn risk,Low daily watch time (1.2 hours) increased churn risk,Support queries logged (3) decreased churn risk,Low-Satisfaction At-Risk,12,3,1.24,4,2,3,38,4050,3,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
C00260,0.7725660844509474,Frequent support queries (10) increased churn risk,Low satisfaction score (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Low-Satisfaction At-Risk,24,2,4.72,5,1,10,66,8018,1,5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
C00261,0.9573474496406408,Short subscription history (1 months) increased churn risk,Low daily watch time (1.3 hours) increased churn risk,Support queries logged (3) decreased churn risk,High-Risk Disengaged,1,4,1.28,4,1,3,43,5973,1,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
C00262,0.6926455681494091,Low engagement rate (1/10) increased churn risk,High satisfaction score (8/10) decreased churn risk,Frequent support queries (9) increased churn risk,Satisfied Loyal,3,8,3.52,1,3,9,62,9055,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
C00263,0.8881182838133728,Low engagement rate (3/10) increased churn risk,Few support queries (2) decreased churn risk,Low satisfaction score (3/10) increased churn risk,High-Risk Disengaged,12,3,1.05,3,1,2,60,2094,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
C00264,0.6624757673325415,Low engagement rate (1/10) increased churn risk,Short subscription history (1 months) increased churn risk,High daily watch time (4.5 hours) decreased churn risk,Satisfied Loyal,1,6,4.46,1,1,7,24,6014,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
C00265,0.6052461446152797,Low engagement rate (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,High daily watch time (4.8 hours) decreased churn risk,High-Risk Disengaged,24,4,4.85,2,2,8,53,1835,3,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
C00266,0.4992127117245463,Many promotional offers used (5) decreased churn risk,Short subscription history (3 months) increased churn risk,Support queries logged (3) decreased churn risk,High-Risk Disengaged,3,4,2.4,4,2,3,28,5120,5,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
C00267,0.9156163127032118,Low satisfaction score (1/10) increased churn risk,High engagement rate (8/10) decreased churn risk,Few promotional offers used (1) increased churn risk,Engaged but Payment-Fragile,6,1,1.76,8,3,5,20,2497,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
C00268,0.3852843338990983,Low engagement rate (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Few promotional offers used (0) increased churn risk,High-Risk Disengaged,24,6,4.82,2,1,3,51,2649,0,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
C00269,0.0516435964260575,High satisfaction score (8/10) decreased churn risk,High engagement rate (9/10) decreased churn risk,Few promotional offers used (1) increased churn risk,Satisfied Loyal,6,8,3.44,9,2,4,31,2546,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
C00270,0.91730322721461,Low satisfaction score (1/10) increased churn risk,High daily watch time (4.5 hours) decreased churn risk,Short subscription history (1 months) increased churn risk,Low-Satisfaction At-Risk,1,1,4.54,4,1,5,57,1560,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
C00271,0.7660172764797232,High satisfaction score (10/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Few promotional offers used (0) increased churn risk,High-Risk Disengaged,1,10,3.24,2,2,7,65,2437,0,5,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
C00272,0.5169884859715276,Low engagement rate (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Support queries logged (3) decreased churn risk,High-Risk Disengaged,24,5,2.27,2,1,3,43,2759,3,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
C00273,0.1087283929270357,High engagement rate (9/10) decreased churn risk,Support queries logged (3) decreased churn risk,Low daily watch time (1.4 hours) increased churn risk,Low-Satisfaction At-Risk,12,6,1.42,9,3,3,47,8883,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
C00274,0.4702178700403463,Low engagement rate (3/10) increased churn risk,High satisfaction score (7/10) decreased churn risk,High daily watch time (4.6 hours) decreased churn risk,High-Risk Disengaged,6,7,4.57,3,1,5,42,5359,2,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
C00275,0.4261726991768936,Long subscription history (24 months) decreased churn risk,Few promotional offers used (0) increased churn risk,Delayed payment history increased churn risk,Engaged but Payment-Fragile,24,5,3.8,6,2,5,60,8810,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
C00276,0.4069885829392735,Low satisfaction score (1/10) increased churn risk,Long subscription history (24 months) decreased churn risk,High engagement rate (9/10) decreased churn risk,Engaged but Payment-Fragile,24,1,3.9,9,3,7,57,3969,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
C00277,0.2696561017717828,Low engagement rate (2/10) increased churn risk,High satisfaction score (8/10) decreased churn risk,Short subscription history (3 months) increased churn risk,Satisfied Loyal,3,8,3.25,2,1,3,20,8158,3,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
C00278,0.2515491736984833,Many promotional offers used (5) decreased churn risk,High satisfaction score (7/10) decreased churn risk,Short subscription history (1 months) increased churn risk,High-Risk Disengaged,1,7,4.17,4,3,6,26,910,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
C00279,0.9794293214545214,Low satisfaction score (1/10) increased churn risk,Frequent support queries (10) increased churn risk,Short subscription history (1 months) increased churn risk,High-Risk Disengaged,1,1,3.39,4,3,10,26,4699,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
C00280,0.4040557985574965,Low engagement rate (2/10) increased churn risk,High satisfaction score (8/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,High-Risk Disengaged,24,8,4.18,2,1,4,68,2460,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
C00281,0.8684010198343396,Low engagement rate (1/10) increased churn risk,Short subscription history (1 months) increased churn risk,On-Time payment history decreased churn risk,Satisfied Loyal,1,6,2.83,1,2,4,68,9479,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
C00282,0.479859096474157,High satisfaction score (8/10) decreased churn risk,Frequent support queries (9) increased churn risk,High engagement rate (9/10) decreased churn risk,Engaged but Payment-Fragile,3,8,0.84,9,1,9,68,8505,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
C00283,0.4344735912377577,Low satisfaction score (1/10) increased churn risk,Few support queries (2) decreased churn risk,Many promotional offers used (4) decreased churn risk,Engaged but Payment-Fragile,6,1,3.83,6,3,2,23,7386,4,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
C00284,0.8615148921319682,Low engagement rate (3/10) increased churn risk,Delayed payment history increased churn risk,Short subscription history (6 months) increased churn risk,High-Risk Disengaged,6,5,2.29,3,2,6,45,9967,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
C00285,0.0527267647415679,High satisfaction score (8/10) decreased churn risk,Few support queries (2) decreased churn risk,High engagement rate (8/10) decreased churn risk,Satisfied Loyal,1,8,1.92,8,1,2,51,8262,3,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
C00286,0.3370769841445217,Low engagement rate (1/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Few support queries (2) decreased churn risk,High-Risk Disengaged,24,5,3.93,1,1,2,48,8197,2,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
C00287,0.7250527824383018,Frequent support queries (10) increased churn risk,High engagement rate (9/10) decreased churn risk,Few promotional offers used (0) increased churn risk,Low-Satisfaction At-Risk,1,4,3.89,9,3,10,60,5650,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
C00288,0.6532734482602203,High satisfaction score (9/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Frequent support queries (8) increased churn risk,Satisfied Loyal,6,9,2.58,2,1,8,33,5372,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
C00289,0.7052593146430072,Low satisfaction score (1/10) increased churn risk,Frequent support queries (9) increased churn risk,High engagement rate (9/10) decreased churn risk,Low-Satisfaction At-Risk,12,1,4.77,9,1,9,34,8657,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
C00290,0.8141398535296094,High engagement rate (10/10) decreased churn risk,Low daily watch time (0.5 hours) increased churn risk,Few promotional offers used (0) increased churn risk,Engaged but Payment-Fragile,12,3,0.52,10,2,6,28,4473,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
C00291,0.2602408437886329,High satisfaction score (8/10) decreased churn risk,Low daily watch time (0.7 hours) increased churn risk,Support queries logged (3) decreased churn risk,Engaged but Payment-Fragile,12,8,0.67,7,2,3,52,9824,1,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
C00292,0.2549605265689604,Few support queries (0) decreased churn risk,Low engagement rate (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,High-Risk Disengaged,24,3,4.17,2,3,0,31,822,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
C00293,0.9061896608381256,Low satisfaction score (1/10) increased churn risk,Low engagement rate (2/10) increased churn risk,Few support queries (2) decreased churn risk,High-Risk Disengaged,1,1,3.53,2,1,2,36,1830,4,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
C00294,0.5529342660345172,High engagement rate (10/10) decreased churn risk,Low satisfaction score (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Engaged but Payment-Fragile,24,2,0.52,10,3,3,54,8145,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
C00295,0.7730925482347343,Low satisfaction score (1/10) increased churn risk,Few support queries (1) decreased churn risk,Delayed payment history increased churn risk,High-Risk Disengaged,6,1,3.86,5,1,1,42,8943,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
C00296,0.5685278834328285,High engagement rate (9/10) decreased churn risk,Few promotional offers used (0) increased churn risk,Low satisfaction score (3/10) increased churn risk,Engaged but Payment-Fragile,6,3,4.45,9,2,4,43,8496,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
C00297,0.9449756824195056,High satisfaction score (9/10) decreased churn risk,Low engagement rate (1/10) increased churn risk,Frequent support queries (10) increased churn risk,High-Risk Disengaged,6,9,1.06,1,2,10,33,4856,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
C00298,0.96416674090306,Low engagement rate (1/10) increased churn risk,Low daily watch time (0.8 hours) increased churn risk,Low satisfaction score (3/10) increased churn risk,High-Risk Disengaged,12,3,0.78,1,1,5,45,4865,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
C00299,0.7259378031720841,Frequent support queries (9) increased churn risk,Short subscription history (3 months) increased churn risk,Low satisfaction score (4/10) increased churn risk,Low-Satisfaction At-Risk,3,4,3.51,5,2,9,40,5004,3,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
C00300,0.0479392001311643,High satisfaction score (10/10) decreased churn risk,High engagement rate (9/10) decreased churn risk,Short subscription history (3 months) increased churn risk,Engaged but Payment-Fragile,3,10,3.68,9,3,4,53,938,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
C00301,0.2460352543913459,High satisfaction score (10/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Short subscription history (1 months) increased churn risk,Satisfied Loyal,1,10,2.95,2,3,5,34,4755,3,5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
C00302,0.6970232488205548,Low satisfaction score (1/10) increased churn risk,High engagement rate (7/10) decreased churn risk,On-Time payment history decreased churn risk,Low-Satisfaction At-Risk,6,1,2.19,7,3,4,58,3065,2,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
C00303,0.1133240881483852,High satisfaction score (8/10) decreased churn risk,High engagement rate (9/10) decreased churn risk,Frequent support queries (8) increased churn risk,Engaged but Payment-Fragile,1,8,4.45,9,3,8,36,9667,3,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
C00304,0.8512424363426245,High satisfaction score (8/10) decreased churn risk,Frequent support queries (9) increased churn risk,Low engagement rate (4/10) increased churn risk,High-Risk Disengaged,6,8,1.62,4,2,9,48,4646,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
C00305,0.727980567623606,Low engagement rate (1/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Few promotional offers used (0) increased churn risk,Satisfied Loyal,24,5,2.04,1,2,4,57,2271,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
C00306,0.3878572191227787,Many promotional offers used (5) decreased churn risk,Few support queries (2) decreased churn risk,Low satisfaction score (3/10) increased churn risk,Low-Satisfaction At-Risk,12,3,1.75,4,3,2,42,2612,5,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
C00307,0.4204558015440425,Low engagement rate (1/10) increased churn risk,High satisfaction score (8/10) decreased churn risk,Many promotional offers used (4) decreased churn risk,High-Risk Disengaged,3,8,3.65,1,3,4,44,3666,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
C00308,0.3813435903367032,High satisfaction score (9/10) decreased churn risk,Frequent support queries (9) increased churn risk,Low daily watch time (1.2 hours) increased churn risk,Satisfied Loyal,6,9,1.2,7,3,9,55,5765,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C00309,0.6758374266901088,High satisfaction score (8/10) decreased churn risk,Few promotional offers used (0) increased churn risk,Short subscription history (1 months) increased churn risk,Satisfied Loyal,1,8,1.66,4,3,6,29,8223,0,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
C00310,0.0247967893798522,High satisfaction score (9/10) decreased churn risk,High engagement rate (9/10) decreased churn risk,Few support queries (2) decreased churn risk,Satisfied Loyal,6,9,1.45,9,3,2,21,1901,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
C00311,0.8053645315977905,Few support queries (0) decreased churn risk,Low satisfaction score (2/10) increased churn risk,Few promotional offers used (0) increased churn risk,Engaged but Payment-Fragile,3,2,4.61,6,1,0,35,5183,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
C00312,0.6174558661474225,Frequent support queries (8) increased churn risk,Low daily watch time (1.4 hours) increased churn risk,On-Time payment history decreased churn risk,Low-Satisfaction At-Risk,12,5,1.45,6,2,8,44,5627,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
C00313,0.2053742645870411,Few support queries (1) decreased churn risk,High engagement rate (9/10) decreased churn risk,Many promotional offers used (4) decreased churn risk,Engaged but Payment-Fragile,3,4,2.84,9,1,1,69,3558,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
C00314,0.752529616946064,Low engagement rate (3/10) increased churn risk,Low daily watch time (1.2 hours) increased churn risk,Many promotional offers used (4) decreased churn risk,Satisfied Loyal,12,5,1.23,3,2,7,52,8319,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
C00315,0.132954444472245,Long subscription history (24 months) decreased churn risk,Many promotional offers used (5) decreased churn risk,Low satisfaction score (3/10) increased churn risk,Low-Satisfaction At-Risk,24,3,3.69,4,2,5,38,1978,5,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
C00316,0.0482957965069854,High satisfaction score (10/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,High-Risk Disengaged,24,10,3.11,2,1,2,63,6216,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
C00317,0.0129795129147236,High engagement rate (10/10) decreased churn risk,Many promotional offers used (5) decreased churn risk,High satisfaction score (7/10) decreased churn risk,Satisfied Loyal,12,7,3.89,10,2,6,63,2055,5,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
C00318,0.1760018070062711,Few support queries (0) decreased churn risk,Low satisfaction score (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Engaged but Payment-Fragile,24,2,1.08,7,1,0,57,8653,4,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
C00319,0.9913513298372572,Low satisfaction score (1/10) increased churn risk,Low engagement rate (1/10) increased churn risk,Low daily watch time (1.3 hours) increased churn risk,Low-Satisfaction At-Risk,6,1,1.27,1,1,5,33,8586,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
C00320,0.0865965853796021,Few support queries (0) decreased churn risk,Low engagement rate (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Low-Satisfaction At-Risk,24,4,3.31,2,2,0,67,9822,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
C00321,0.2510637723647076,Long subscription history (24 months) decreased churn risk,Frequent support queries (9) increased churn risk,Low daily watch time (1.3 hours) increased churn risk,Low-Satisfaction At-Risk,24,5,1.32,6,3,9,18,6230,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
C00322,0.1145068739127937,Long subscription history (24 months) decreased churn risk,Low engagement rate (3/10) increased churn risk,Low daily watch time (0.8 hours) increased churn risk,Satisfied Loyal,24,7,0.81,3,3,4,43,681,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
C00323,0.9740686701957224,Low satisfaction score (2/10) increased churn risk,Low engagement rate (2/10) increased churn risk,Short subscription history (1 months) increased churn risk,Low-Satisfaction At-Risk,1,2,1.87,2,3,6,60,8262,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
